0,0.450054303,0.887290993
0.615638248,0.997233809,0.194395219
0.511733755,0.013402393,0.584445049
0.628613605,0.540565645,0.452514565
0.619047164,0.828638779,0.56175035
0.528165926,0.303020939,0.247664629
0.521196556,0.711339959,0.535447791
0.844223627,0.159132641,0.998013118
0.968076322,0.984087204,0.755494447
0.57076296,0.319102884,0.187288381
0.315219714,0.886243558,0.00039054
0.364807488,0.723123901,0.361453824
0.480970769,0.047275761,0.307989005
0.662744615,0.348722211,0.84814017
0.530546255,0.088355943,0.059183186
0.527855889,0.793158716,0.830792769
0.869657626,0.26622651,0.730569281
0.831452412,0.702843702,0.750321092
0.780468636,0.734776207,0.621702374
0.462747874,0.159212678,0.061065564
0.535315316,0.760219012,0.854657502
0.744910835,0.089961658,0.461379078
0.608482153,0.328851738,0.52535336
0.815753722,0.002574312,0.946207831
0.930738084,0.944533709,0.734574896
0.95764305,0.811741632,1
1,0.847410959,0.8105921
0.993640299,0.577269569,0.991830072
0.912561902,0.299023101,0.661430528
0.54822125,0.541401511,0.213956986
0.632648863,0.381299865,0.901143603
0.663515586,0.149668998,0.276899124
0.442432745,0.544597669,0.290106583
0.696129197,0.36192587,0.970471813
0.959621515,0,0.763156673
0.479189156,1,0
0.377235987,0.831107994,0.396544121
0.504469754,0.80216083,0.333325856
0.425412587,0.860282821,0.181315028
0.402208733,0.628571645,0.264439841
