0.037505784,0.000127537,0.005292983
0.630054037,0.000282598,0.003384654
0.530046564,3.79799E-06,0.004458904
0.642542743,0.000153186,0.00409555
0.633335099,0.000234821,0.0043964
0.545862433,8.58706E-05,0.003531365
0.539154455,0.000201581,0.004323959
0.850066142,4.50953E-05,0.005597927
0.969273644,0.000278872,0.004929998
0.586861832,9.0428E-05,0.003365081
0.340902936,0.000251145,0.002850338
0.388630881,0.00020492,0.003844756
0.500437367,1.33971E-05,0.003697507
0.675393642,9.88215E-05,0.005185157
0.548153486,2.50385E-05,0.003012261
0.545564024,0.000224767,0.00513738
0.874546219,7.54438E-05,0.00486135
0.837773922,0.000199173,0.00491575
0.788702332,0.000208222,0.004561516
0.482897936,4.5118E-05,0.003017446
0.552743679,0.000215432,0.005203106
0.754478154,2.54935E-05,0.004119964
0.623166337,9.31906E-05,0.004296158
0.822664023,7.29513E-07,0.005455249
0.933335806,0.000267664,0.004872382
0.959231681,0.000230033,0.0056034
1,0.000240141,0.005081744
0.993878825,0.000163588,0.005580898
0.915841336,8.47377E-05,0.004670933
0.565165566,0.000153423,0.00343853
0.646426655,0.000108053,0.005331135
0.676135698,4.24135E-05,0.003611881
0.463344742,0.000154329,0.003648256
0.707526109,0.000102563,0.005522075
0.961135942,0,0.004951101
0.498722575,0.000283382,0.002849263
0.40059324,0.000235521,0.003941399
0.523055004,0.000227318,0.003767288
0.446962939,0.000243789,0.003348629
0.424629364,0.000178126,0.003577566
